ios,uitableview,2016,6239,6728994,6010,1800,18033,9793,52,33788,3858,1704,148
ios,uitableview,2017,4846,4082562,3936,1268,15984,7228,51,320,3090,1358,112
ios,uitableview,2018,2953,1505731,1410,606,9492,4308,51,324,2018,767,79
ios,uitableview,2019,1815,509397,483,245,5079,2502,55,3197,1290,481,47
ios,uitableview,2020,1351,150284,353,85,3140,1502,56,3268,870,337,29
ios,alamofire,2016,782,1919863,1925,476,1612,1159,52,32854,604,295,17
ios,alamofire,2017,709,1020799,884,291,1790,968,57,17677,567,256,16
ios,alamofire,2018,569,441683,314,128,1704,677,57,31970,447,188,17
ios,alamofire,2019,315,233417,188,56,829,435,64,2978,261,85,15
ios,alamofire,2020,276,71411,89,17,541,270,59,16229,226,71,12
ios,reloaddata,2016,53,100542,56,14,186,73,75,402,48,13,0
ios,reloaddata,2017,38,40038,19,6,166,47,61,392,35,15,0
ios,reloaddata,2018,21,7150,12,6,103,24,71,1638.5,20,6,2
ios,reloaddata,2020,14,1396,2,0,85,11,86,11505,12,2,1
ios,html,2016,761,1030487,1234,289,1478,776,70,321,714,218,24
ios,html,2017,669,1055469,1241,281,1211,707,67,1787,637,214,10
ios,html,2018,386,420739,480,113,728,358,74,32038844,359,91,5
ios,html,2019,323,205504,409,75,547,312,74,31034,311,80,5
ios,html,2020,386,82774,236,47,482,245,77,325377,342,80,6
ios,iphone,2016,6662,9379408,10036,2869,15697,8937,63,1685510.5,4715,1758,281
ios,iphone,2017,4700,5406848,6468,1877,11850,5976,64,350336,3565,1243,207
ios,iphone,2018,2198,1846643,2086,722,5570,2519,66,16436402.5,1766,576,106
ios,iphone,2019,1005,759386,1130,301,2184,1142,68,3457,887,279,35
ios,iphone,2020,1364,453933,973,199,2048,1171,70,327.5,1089,309,61
ios,string,2016,230,660986,706,172,584,431,38,270,205,108,24
ios,string,2017,178,239455,228,58,497,300,43,333,162,79,15
ios,string,2018,127,78526,43,18,345,224,43,355,113,52,10
ios,string,2019,62,15815,14,14,184,84,48,1967,61,28,8
ios,string,2020,82,8718,5,4,213,116,46,1654.5,64,36,12
ios,sdk,2016,159,150830,185,32,294,162,74,26845,149,41,2
ios,sdk,2017,87,83203,103,30,163,97,64,3402455,82,29,3
ios,sdk,2018,62,57407,113,30,160,54,76,2505573,58,15,2
ios,sdk,2019,57,40845,74,16,80,52,68,14731622,56,18,2
ios,sdk,2020,61,13295,39,11,61,46,80,1790.5,55,11,1
ios,nsdate,2016,449,997051,623,225,1266,772,39,340.5,373,171,60
ios,nsdate,2017,150,190083,134,34,507,230,41,129468,137,66,16
ios,nsdate,2018,55,25059,5,9,160,84,42,315,51,27,7
ios,nsdate,2019,37,12928,-12,5,158,50,38,2931,34,17,4
ios,nsdate,2020,22,1276,-3,2,45,26,36,1330.5,20,12,3
ios,nscalendar,2016,52,90502,147,33,98,74,52,2050,47,21,3
ios,nscalendar,2017,21,74625,64,12,90,23,43,2064.5,20,10,4
ios,nscalendar,2020,11,2586,2,0,8,13,27,1176,9,6,0
android,listview,2016,5910,3829961,2323,891,15599,8424,57,336,4193,1734,191
android,listview,2017,4020,1926586,630,430,9588,5572,58,1875.5,2984,1202,117
android,listview,2018,1992,632220,286,247,5196,2589,57,332,1615,615,79
android,listview,2019,653,137862,161,51,1505,801,58,355,552,218,19
android,listview,2020,525,55109,115,21,813,467,65,1812,434,135,20
ios,xcode,2016,9729,20724150,28615,6921,22221,14342,56,331,6574,2671,366
ios,xcode,2017,8037,14200802,18122,4197,20233,11425,58,18563,5474,2060,294
ios,xcode,2018,5563,6869694,8686,2102,13542,7175,58,325,3989,1444,244
ios,xcode,2019,4319,4706505,8015,1783,9721,5453,61,1818.5,3331,1135,169
ios,xcode,2020,5924,2604306,5327,1186,10308,5935,64,16164,3998,1185,245
ios,ios-provisioning,2016,54,68774,67,16,115,73,56,1502144,54,20,0
ios,ios-provisioning,2017,30,188740,126,24,73,45,60,11425,27,10,0
ios,ios-provisioning,2018,24,26501,38,7,23,31,58,2501227.5,23,10,0
ios,ios-provisioning,2019,20,34033,43,6,52,25,65,292,19,7,1
ios,ios-provisioning,2020,19,6626,0,0,31,18,74,2817,16,3,0
android,textview,2016,1332,1733634,1506,388,3346,2332,53,3328,1159,513,53
android,textview,2017,1078,1232504,841,320,2594,1836,53,3438,945,413,45
android,textview,2018,828,500074,620,172,2009,1304,55,1799,744,307,38
android,textview,2019,549,157600,227,54,1154,803,58,1422735,501,203,30
android,textview,2020,529,50770,197,40,842,580,62,3749,442,159,14
android,custom-font,2016,17,10224,12,1,38,26,65,4058113,17,6,0
android,custom-font,2017,18,24827,25,8,63,29,61,408,18,7,1
android,custom-font,2018,14,6765,15,2,37,13,79,277361,14,3,0
android,android-ndk,2016,1178,2566328,2931,791,2294,1235,60,164044.5,974,346,26
android,android-ndk,2017,989,1572373,1794,421,2202,1044,63,19041.5,812,235,15
android,android-ndk,2018,694,840791,1091,224,1713,656,63,1636495.5,577,142,16
android,android-ndk,2019,503,494666,709,110,1104,510,63,3578.5,421,105,14
android,android-ndk,2020,432,236024,443,72,810,318,77,31895,353,67,7
android,cocos2d-x,2016,81,62442,70,30,134,91,77,444308,66,18,1
android,cocos2d-x,2017,64,40623,76,13,144,64,58,319671,52,17,0
android,cocos2d-x,2018,13,11665,11,1,20,12,54,162691,12,6,1
android,cocos2d-x,2020,14,3848,13,0,13,5,86,129720.5,13,2,0
android,braintree,2016,23,14951,30,11,28,22,78,270619,19,5,0
android,braintree,2017,16,10902,22,5,16,16,75,40041,15,4,0
android,braintree,2018,22,13838,21,5,45,26,82,727052.5,22,4,0
android,braintree,2019,16,6015,20,4,33,14,75,564628.5,15,4,1
android,android-camera,2016,784,1205303,1084,314,1782,910,64,33150,633,209,20
android,android-camera,2017,519,687477,636,184,1289,572,67,316,460,132,17
android,android-camera,2018,387,269053,362,94,1062,359,72,1928.5,347,86,10
android,android-camera,2019,242,145962,227,47,486,248,67,42609,221,64,14
android,android-camera,2020,294,139405,216,46,465,210,79,159548,243,47,6
android,android-camera-intent,2016,119,184468,158,38,291,175,66,348,105,32,4
android,android-camera-intent,2017,101,96354,48,19,323,122,78,4054.5,96,20,11
android,android-camera-intent,2018,90,52550,30,18,273,105,67,1835.5,84,23,12
android,android-camera-intent,2019,40,15802,28,5,126,46,70,23790,40,9,3
android,android-camera-intent,2020,43,16865,33,10,113,38,77,15494.5,37,10,2
android,android-intent,2016,3051,3632329,3420,912,7693,4438,55,176538.5,2574,945,92
android,android-intent,2017,2333,2371977,1688,552,5955,3346,58,164139,2010,705,98
android,android-intent,2018,1500,921192,846,261,3731,1966,59,19032.5,1348,483,87
android,android-intent,2019,1322,527384,736,200,3133,1580,61,18514.5,1177,412,57
android,android-intent,2020,1149,181118,514,111,2334,1053,67,17270.5,954,278,40
android,android-gradle-plugin,2016,2024,9145205,9049,1892,4659,3502,54,3221216,1754,682,33
android,android-gradle-plugin,2017,1963,8326077,7616,1525,4460,3300,59,3100,1701,576,60
android,android-gradle-plugin,2018,1761,6399096,7769,1401,3929,2937,57,1686011,1503,573,66
android,android-gradle-plugin,2019,1195,2026817,2600,442,2346,1659,63,179081,1082,327,40
android,android-gradle-plugin,2020,433,555505,1265,176,585,459,73,39722,377,89,10
android,proguard,2016,540,1127258,1624,358,1103,703,60,3544,482,165,7
android,proguard,2017,436,599456,1160,239,972,529,60,314515,387,146,4
android,proguard,2018,360,449347,820,179,699,383,64,183708.5,330,113,7
android,proguard,2019,269,216078,512,79,623,279,64,133980.5,258,85,2
android,proguard,2020,217,70180,291,36,309,163,72,210558.5,197,51,3
android,onitemlongclicklistener,2016,10,6241,3,2,23,18,50,4023,9,5,0
android,http-headers,2016,41,58291,43,8,71,39,71,5252,38,11,0
android,http-headers,2017,20,18103,26,5,28,22,65,6925,19,7,0
android,http-headers,2018,18,9886,16,1,46,15,78,610241.5,18,4,0
android,http-headers,2019,14,14856,14,1,30,17,57,2564,13,6,0
android,retrofit,2016,1209,4177797,3575,941,2731,1785,52,17395,900,450,29
android,retrofit,2017,974,1632155,1332,387,2418,1364,57,33477,791,337,22
android,retrofit,2018,987,947180,739,221,2840,1270,60,3298.5,812,338,24
android,retrofit,2019,842,512090,656,170,2128,1092,60,3086,677,289,17
android,retrofit,2020,959,195316,371,71,1969,901,67,3163,723,254,33
android,android-edittext,2016,1383,2036944,2073,474,3359,2460,54,331,1140,530,59
android,android-edittext,2017,1061,1190330,1280,302,2457,1840,57,1966.5,912,374,45
android,android-edittext,2018,790,610920,661,162,1943,1264,57,3013.5,682,291,54
android,android-edittext,2019,568,174798,345,90,1207,819,59,30936721,498,208,26
android,android-edittext,2020,503,58503,239,49,755,560,60,320,427,159,24
ios,uisplitviewcontroller,2016,157,100805,236,42,191,160,66,36099,133,49,1
ios,uisplitviewcontroller,2017,82,32638,74,17,94,81,56,228666.5,72,34,1
ios,uisplitviewcontroller,2018,44,12388,13,7,117,35,70,2785,42,13,0
ios,uisplitviewcontroller,2019,39,22679,107,27,77,35,59,178887,36,16,0
ios,uisplitviewcontroller,2020,31,4503,22,5,35,26,58,452,28,13,0
ios,size-classes,2016,103,49453,131,36,174,123,59,221170,87,40,0
ios,size-classes,2017,39,20530,43,8,49,41,62,3928,36,14,2
ios,size-classes,2018,12,11824,18,7,20,13,58,181139,12,5,0
ios,uitraitcollection,2016,13,7415,21,4,21,10,46,4456,13,7,0
ios,uitraitcollection,2019,14,18833,39,12,15,11,86,228.5,12,2,0
android,android-recyclerview,2016,4525,11486383,10702,3313,11075,6841,56,338898,3062,1363,102
android,android-recyclerview,2017,4357,6910309,5578,1702,11085,6509,57,336,3140,1299,103
android,android-recyclerview,2018,4471,3785568,3667,1079,12015,6163,57,32865,3215,1233,145
android,android-recyclerview,2019,3755,1635501,2037,630,9013,4938,59,3358,2781,1055,114
android,android-recyclerview,2020,3907,644449,1350,318,7071,3990,63,331,2685,857,156
android,android-pageradapter,2016,69,78654,65,18,166,84,58,3382,62,28,3
android,android-pageradapter,2017,48,35798,36,9,99,57,63,127752.5,45,18,0
android,android-pageradapter,2018,47,20384,19,7,114,50,57,2090,42,20,0
android,android-pageradapter,2019,14,4532,3,1,32,15,71,2146,14,4,0
android,android-pageradapter,2020,15,812,2,2,8,10,67,4556,13,5,0
android,bitmap,2016,1048,1171174,1017,253,2848,1228,61,365,890,337,26
android,bitmap,2017,708,589488,552,150,1843,779,67,32381,626,195,10
android,bitmap,2018,339,193671,235,59,863,357,66,3463,308,106,11
android,bitmap,2019,234,66393,83,26,596,232,69,3430,216,70,8
android,bitmap,2020,293,33949,94,28,577,199,74,3973,241,62,7
android,android-listview,2016,116,76995,56,22,290,160,53,409,103,50,4
android,android-listview,2018,52,40557,29,11,98,90,54,30557.5,50,23,3
android,android-listview,2019,340,43526,46,19,713,408,62,3029,304,117,10
android,android-listview,2020,232,18554,54,11,409,209,64,1722021,191,70,4
android,android-bitmap,2016,337,445540,428,106,946,415,59,461186,285,122,7
android,android-bitmap,2017,237,168279,136,41,639,272,68,3215.5,214,66,4
android,android-bitmap,2018,181,114340,92,25,550,199,64,306,157,60,7
android,android-bitmap,2019,135,45975,58,7,414,119,69,16678,119,40,7
android,android-bitmap,2020,127,23409,56,6,304,76,80,3559,107,22,4
android,google-play-services,2016,1099,2828486,3571,723,2187,1481,60,34109,945,351,24
android,google-play-services,2017,765,1590473,1763,430,1620,953,63,347364,691,224,26
android,google-play-services,2018,542,1327619,1879,383,1128,778,63,3198848,508,163,19
android,google-play-services,2019,353,386019,589,120,687,411,67,1614.5,326,101,12
android,google-play-services,2020,237,113368,342,69,319,207,76,391095,204,51,6
android,arrays,2016,982,803067,142,147,2721,1564,48,308.5,823,435,56
android,arrays,2017,747,469886,-85,85,1891,1231,51,393.5,656,309,49
android,arrays,2018,558,231932,-1,56,1593,823,48,3485.5,493,245,34
android,arrays,2019,395,152951,37,34,909,540,52,333,356,171,20
android,arrays,2020,342,41573,48,21,705,416,56,28768,293,126,25
android,indexoutofboundsexception,2016,78,55189,47,12,353,120,51,493.5,69,37,13
android,indexoutofboundsexception,2017,85,116000,1,19,283,153,53,322,83,39,11
android,indexoutofboundsexception,2018,51,28435,5,7,219,73,53,1679714.5,48,24,6
android,indexoutofboundsexception,2019,28,11373,18,7,115,45,68,4519,27,9,3
android,indexoutofboundsexception,2020,24,5259,18,4,77,22,58,143276.5,23,10,2
android,google-maps-android-api-2,2016,440,827532,789,257,921,586,58,345,357,153,10
android,google-maps-android-api-2,2017,339,608846,506,204,642,416,68,3284,281,81,7
android,google-maps-android-api-2,2018,218,229352,265,64,474,227,64,300.5,191,67,5
android,google-maps-android-api-2,2019,109,59438,91,14,214,102,76,249097,95,23,2
android,google-maps-android-api-2,2020,74,28509,224,36,140,73,68,173280,68,21,4
android,android-permissions,2016,702,2422065,2076,560,1894,1067,52,352.5,628,255,24
android,android-permissions,2017,499,984463,790,236,1227,759,56,1601311,449,178,14
android,android-permissions,2018,360,553014,750,144,902,442,56,38628681,345,130,19
android,android-permissions,2019,343,311151,406,109,937,415,63,2582,323,115,7
android,android-permissions,2020,342,194790,416,81,704,297,70,2751,306,81,8
android,runtime-permissions,2016,95,226250,244,49,239,151,51,270811,84,39,0
android,runtime-permissions,2017,77,214227,138,30,218,129,61,1508,70,26,1
android,runtime-permissions,2018,49,44423,36,11,147,62,55,2868,46,20,2
android,runtime-permissions,2019,21,17806,60,16,50,25,52,17315,21,9,1
android,runtime-permissions,2020,13,5719,10,3,38,11,54,266501,12,5,0
ios,keyboard,2016,278,272620,402,89,505,380,66,18427,255,87,9
ios,keyboard,2017,212,252862,384,102,483,307,62,27107,200,76,5
ios,keyboard,2018,134,113149,194,45,275,156,71,397777,127,36,8
ios,keyboard,2019,73,79616,201,69,118,108,58,2168,68,31,1
ios,keyboard,2020,95,16674,37,6,174,62,75,112831,86,22,4
ios,dismiss,2016,20,16129,38,4,54,32,80,252676.5,20,4,0
ios,dismiss,2017,27,48001,36,12,80,44,56,3441,25,12,1
ios,dismiss,2018,16,5756,6,5,32,21,56,549,16,7,3
ios,dismiss,2019,14,8719,8,2,25,17,64,542,12,4,1
android,parsing,2016,311,324690,82,43,911,461,52,1949.5,275,142,20
android,parsing,2017,203,157424,55,24,581,311,52,2894,185,87,13
android,parsing,2018,153,80771,40,31,425,231,50,3029.5,144,72,9
android,parsing,2019,88,29255,13,10,204,133,60,271,79,34,5
android,parsing,2020,96,9050,25,6,144,84,69,2854.5,83,28,2
android,gson,2016,626,1330629,1059,245,1693,949,51,3356,539,257,25
android,gson,2017,569,930039,860,209,1692,895,51,1878,511,221,22
android,gson,2018,472,333130,288,83,1323,680,54,3041,426,196,14
android,gson,2019,345,177196,217,36,852,479,54,19816,323,140,10
android,gson,2020,253,49452,124,19,529,258,59,312,224,90,6
android,mysql,2016,1146,642990,318,117,3541,1274,65,339465,874,361,74
android,mysql,2017,811,457652,83,122,2477,905,69,1907,671,232,42
android,mysql,2018,428,199356,15,57,1180,426,69,3104,376,129,28
android,mysql,2019,238,55821,27,15,692,202,74,3269,214,62,7
android,mysql,2020,191,20092,14,3,439,163,68,1642123,160,56,21
android,html,2016,1141,1154332,1174,284,2359,1182,69,318,1041,329,23
android,html,2017,874,786708,758,186,1649,910,69,331,804,256,14
android,html,2018,470,329504,406,89,888,443,76,31435,447,108,8
android,html,2019,340,183188,284,58,674,345,74,2902,329,85,10
android,html,2020,398,57630,171,30,456,281,82,3530,341,67,5
android,webview,2016,1686,2796176,2740,681,3036,1909,69,156474.5,1392,466,29
android,webview,2017,1545,1882596,1990,476,2927,1624,70,1741.5,1309,394,29
android,webview,2018,1004,787274,869,250,1957,970,72,34978,884,245,18
android,webview,2019,772,464538,769,168,1415,766,72,1438056,673,200,14
android,webview,2020,985,233410,509,102,1084,643,83,3210,819,152,11
android,android-webview,2016,617,1187637,1309,278,1053,705,71,16816,528,162,6
android,android-webview,2017,564,644377,870,192,1253,623,69,327,495,159,11
android,android-webview,2018,545,728583,848,192,1021,593,69,34978,494,153,10
android,android-webview,2019,511,353663,661,157,902,545,71,3362,464,144,5
android,android-webview,2020,421,100021,307,55,471,254,81,3511,357,70,5
android,ios,2016,2382,3245244,3541,1058,3538,2753,64,328372,2069,725,119
android,ios,2017,2249,3448390,3724,1006,3483,2537,66,3516.5,1970,652,78
android,ios,2018,1778,3550100,3703,877,2876,2040,67,3051,1510,488,54
android,ios,2019,1675,1806944,1864,451,2773,1848,66,301,1458,466,34
android,ios,2020,2475,952636,1590,343,2992,2048,73,315998,1875,510,69
ios,android,2016,2382,3245244,3541,1058,3538,2753,64,328372,2069,725,119
ios,android,2017,2249,3448390,3724,1006,3483,2537,66,3516.5,1970,652,78
ios,android,2018,1778,3550100,3703,877,2876,2040,67,3051,1510,488,54
ios,android,2019,1675,1806944,1864,451,2773,1848,66,301,1458,466,34
ios,android,2020,2475,952636,1590,343,2992,2048,73,315998,1875,510,69
android,facebook-login,2016,134,249769,275,91,286,170,58,1602,120,54,3
android,facebook-login,2017,103,156191,172,54,169,132,69,177461,96,32,2
android,facebook-login,2018,82,70650,97,14,153,78,68,1507088.5,79,25,3
android,facebook-login,2019,57,48784,67,7,125,42,77,362050,56,13,0
android,facebook-login,2020,29,17172,19,8,16,27,62,3695630,27,10,0
ios,facebook-login,2016,78,90007,128,28,141,108,62,90264.5,74,30,3
ios,facebook-login,2017,57,79370,150,37,139,75,72,1845.5,57,16,0
ios,facebook-login,2018,37,22487,54,13,74,43,62,112339.5,36,14,1
ios,facebook-login,2019,22,18189,25,3,42,23,73,314182,22,6,0
ios,facebook-login,2020,23,10056,23,3,32,18,70,5069,21,6,0
android,javascript,2016,2236,3323243,3325,848,4002,2465,66,305154,1897,678,41
android,javascript,2017,2023,2695470,2609,578,3675,2101,67,16949.5,1730,614,27
android,javascript,2018,1343,1407153,1505,357,2427,1408,69,17332341,1146,373,30
android,javascript,2019,1100,778308,951,178,2013,1081,72,30490461,927,292,15
android,javascript,2020,1244,454375,740,114,1440,893,77,188323.5,1047,247,26
ios,javascript,2016,1357,2524946,3167,632,2241,1447,66,157265.5,1185,421,31
ios,javascript,2017,1313,1891974,2478,465,2227,1325,68,1636301,1140,385,17
ios,javascript,2018,810,1135453,1640,361,1477,837,70,36713,732,228,14
ios,javascript,2019,675,550035,964,192,1187,639,70,37477,608,189,6
ios,javascript,2020,782,208337,434,72,850,485,81,3056,672,135,22
android,touchscreen,2016,20,23745,32,7,39,21,85,2531,18,3,0
android,touchscreen,2017,18,6100,19,3,28,15,78,11615,14,4,0
android,android-studio,2016,11559,31953030,25426,5858,27347,18146,57,335,8160,3233,493
android,android-studio,2017,7369,18253438,15970,3618,17048,11403,60,320303,5874,2089,331
android,android-studio,2018,8509,13602680,14277,2941,20594,11865,62,333610,6638,2170,456
